"yearbuilt","finsqft","cooling","bedroom","fullbath","halfbath","lotsize","totalvalue","esdistrict","msdistrict","hsdistrict","censustract","age","condition","fp"
1973,3319,"Central Air",4,4,1,1.495,1093600,"Murray","Henley","Western Albemarle","110",46,"Excellent",1
1984,3552,"Central Air",4,2,1,1.61,863600,"Murray","Henley","Western Albemarle","110",35,"Average",1
2003,3108,"Central Air",4,5,0,1.506,798300,"Murray","Henley","Western Albemarle","110",16,"Average",1
1976,2381,"Central Air",4,3,0,1.732,741700,"Murray","Henley","Western Albemarle","110",43,"Average",1
1987,3248,"Central Air",4,4,2,1.803,1039300,"Murray","Henley","Western Albemarle","110",32,"Average",1
1977,1985,"Central Air",4,3,0,1.502,644000,"Murray","Henley","Western Albemarle","110",42,"Good",1
1976,2043,"Central Air",3,3,1,1.731,641600,"Murray","Henley","Western Albemarle","110",43,"Average",1
1962,4847,"Central Air",5,3,1,1.35,1399100,"Murray","Henley","Western Albemarle","110",57,"Good",1
1966,4318,"Central Air",7,5,1,1.654,1163800,"Murray","Henley","Western Albemarle","110",53,"Good",1
1984,3900,"Central Air",4,3,2,1.596,995600,"Murray","Henley","Western Albemarle","110",35,"Good",1
1975,3596,"Central Air",5,5,1,1.887,1241700,"Murray","Henley","Western Albemarle","110",44,"Good",1
1964,1800,"Central Air",5,3,0,1.5,636900,"Murray","Henley","Western Albemarle","110",55,"Average",1
1977,4080,"Central Air",4,4,1,5.087,1331900,"Murray","Henley","Western Albemarle","110",42,"Good",1
1980,2404,"Central Air",3,3,1,5.065,943500,"Murray","Henley","Western Albemarle","110",39,"Good",1
1980,3272,"Central Air",4,3,1,5.108,1210400,"Murray","Henley","Western Albemarle","110",39,"Average",1
1984,3667,"Central Air",4,3,1,5.265,1173400,"Murray","Henley","Western Albemarle","110",35,"Average",1
1980,2280,"Central Air",3,2,0,5.017,921500,"Murray","Henley","Western Albemarle","110",39,"Average",1
1977,3182,"Central Air",4,3,1,5.085,1215400,"Murray","Henley","Western Albemarle","110",42,"Good",1
1962,1786,"Central Air",4,3,0,0.726,395900,"Murray","Henley","Western Albemarle","110",57,"Fair",1
1975,2391,"Central Air",3,2,1,0.68,445700,"Murray","Henley","Western Albemarle","110",44,"Good",1
1925,1710,"Central Air",2,2,0,0.54,294100,"Murray","Henley","Western Albemarle","110",94,"Fair",1
1926,2638,"No Central Air",3,2,1,1.13,431400,"Murray","Henley","Western Albemarle","110",93,"Average",1
1926,3202,"Central Air",4,3,1,1.15,622900,"Murray","Henley","Western Albemarle","110",93,"Average",1
1959,2677,"Central Air",3,3,1,0.76,456800,"Murray","Henley","Western Albemarle","110",60,"Average",1
1960,2329,"Central Air",3,2,1,1.75,414100,"Murray","Henley","Western Albemarle","110",59,"Average",1
1979,2502,"Central Air",4,3,0,0.97,473200,"Murray","Henley","Western Albemarle","110",40,"Good",1
1977,1794,"Central Air",3,2,0,0.82,390300,"Murray","Henley","Western Albemarle","110",42,"Average",1
1979,2092,"Central Air",4,3,1,1.05,471700,"Murray","Henley","Western Albemarle","110",40,"Average",1
1962,1732,"Central Air",5,1,2,0.98,398100,"Murray","Henley","Western Albemarle","110",57,"Average",1
1962,2280,"Central Air",4,3,0,1.09,514800,"Murray","Henley","Western Albemarle","110",57,"Average",1
1976,1685,"Central Air",3,2,1,1,394800,"Murray","Henley","Western Albemarle","110",43,"Average",1
1985,2220,"Central Air",4,2,0,1.1,453200,"Murray","Henley","Western Albemarle","110",34,"Average",1
1995,1704,"Central Air",3,2,1,1.6,369800,"Murray","Henley","Western Albemarle","110",24,"Average",0
1974,2322,"Central Air",2,3,0,1.43,471200,"Murray","Henley","Western Albemarle","110",45,"Average",1
1961,3032,"Central Air",5,3,1,1.61,508400,"Murray","Henley","Western Albemarle","110",58,"Fair",1
1968,1879,"Central Air",4,3,0,0.72,457900,"Murray","Henley","Western Albemarle","110",51,"Good",1
1970,1850,"Central Air",2,2,0,0.99,371600,"Murray","Henley","Western Albemarle","110",49,"Average",1
1960,2316,"Central Air",3,2,1,1.04,429400,"Murray","Henley","Western Albemarle","110",59,"Average",1
1976,1934,"Central Air",4,3,0,3.23,485300,"Meriwether Lewis","Henley","Western Albemarle","110",43,"Average",1
1973,2793,"Central Air",4,4,0,1.59,610200,"Meriwether Lewis","Henley","Western Albemarle","110",46,"Good",1
1968,1588,"Central Air",4,3,0,2.199,522100,"Meriwether Lewis","Henley","Western Albemarle","110",51,"Average",1
1974,3747,"Central Air",3,2,0,1.59,605600,"Meriwether Lewis","Henley","Western Albemarle","110",45,"Average",1
1988,2639,"Central Air",3,3,1,2.25,667200,"Meriwether Lewis","Henley","Western Albemarle","110",31,"Good",1
1989,1840,"Central Air",3,3,1,4.28,522000,"Meriwether Lewis","Henley","Western Albemarle","110",30,"Average",1
1966,5136,"Central Air",4,3,0,2.09,709600,"Meriwether Lewis","Henley","Western Albemarle","110",53,"Average",1
1973,2579,"Central Air",4,2,1,1.55,534000,"Meriwether Lewis","Henley","Western Albemarle","110",46,"Good",1
1973,2607,"Central Air",4,2,1,1.72,486000,"Meriwether Lewis","Henley","Western Albemarle","110",46,"Average",1
1966,3211,"Central Air",5,4,0,1.87,755300,"Meriwether Lewis","Henley","Western Albemarle","110",53,"Average",1
1980,2579,"Central Air",3,4,1,1.17,601200,"Meriwether Lewis","Henley","Western Albemarle","110",39,"Good",1
1973,1571,"Central Air",5,3,0,1.31,507400,"Meriwether Lewis","Henley","Western Albemarle","110",46,"Good",1
2003,2016,"Central Air",3,2,1,1.78,502500,"Meriwether Lewis","Henley","Western Albemarle","110",16,"Average",1
2002,2276,"Central Air",4,3,1,1.14,560400,"Meriwether Lewis","Henley","Western Albemarle","110",17,"Average",1
1965,2641,"Central Air",3,3,1,1.286,534700,"Meriwether Lewis","Henley","Western Albemarle","110",54,"Average",1
1969,1792,"Central Air",3,2,1,1.44,519300,"Meriwether Lewis","Henley","Western Albemarle","110",50,"Average",1
2004,2781,"Central Air",4,3,1,0,602700,"Meriwether Lewis","Henley","Western Albemarle","110",15,"Average",1
1966,2663,"Central Air",4,2,1,2.54,619800,"Meriwether Lewis","Henley","Western Albemarle","110",53,"Good",1
1988,1910,"Central Air",4,2,1,2.93,526300,"Meriwether Lewis","Henley","Western Albemarle","110",31,"Average",1
1977,2464,"Central Air",4,3,0,2.2,546500,"Meriwether Lewis","Henley","Western Albemarle","110",42,"Poor",1
1977,2359,"Central Air",3,2,1,1.97,596400,"Meriwether Lewis","Henley","Western Albemarle","110",42,"Average",1
1963,2742,"Central Air",4,3,0,2.2,617600,"Meriwether Lewis","Henley","Western Albemarle","110",56,"Average",1
1960,1500,"Central Air",3,3,0,2.184,336600,"Meriwether Lewis","Henley","Western Albemarle","110",59,"Good",1
1967,2390,"Central Air",5,3,1,2.17,643800,"Meriwether Lewis","Henley","Western Albemarle","110",52,"Average",1
1986,2401,"Central Air",3,3,1,2.34,647300,"Meriwether Lewis","Henley","Western Albemarle","110",33,"Average",1
1973,1811,"Central Air",5,3,0,2.39,534300,"Meriwether Lewis","Henley","Western Albemarle","110",46,"Average",1
1973,2436,"Central Air",3,3,1,2.16,567800,"Meriwether Lewis","Henley","Western Albemarle","110",46,"Average",1
1972,2522,"Central Air",4,3,1,2,610400,"Meriwether Lewis","Henley","Western Albemarle","110",47,"Average",1
1966,3937,"Central Air",4,2,2,1.69,613800,"Meriwether Lewis","Henley","Western Albemarle","110",53,"Average",1
1965,1583,"Central Air",4,3,0,5.983,515200,"Meriwether Lewis","Henley","Western Albemarle","110",54,"Average",1
1999,2294,"Central Air",3,2,1,3.054,436300,"Meriwether Lewis","Henley","Western Albemarle","110",20,"Average",1
1972,4641,"Central Air",5,4,1,2.73,847100,"Meriwether Lewis","Henley","Western Albemarle","110",47,"Average",1
2002,2272,"Central Air",4,3,0,1.86,664900,"Meriwether Lewis","Henley","Western Albemarle","110",17,"Average",1
1963,2589,"Central Air",4,3,0,3.939,560700,"Meriwether Lewis","Henley","Western Albemarle","110",56,"Fair",1
2003,2516,"Central Air",3,2,1,2.25,569600,"Meriwether Lewis","Henley","Western Albemarle","110",16,"Average",1
1985,2760,"Central Air",5,3,1,2.474,629700,"Meriwether Lewis","Henley","Western Albemarle","110",34,"Average",1
1960,2506,"Central Air",4,2,1,2.5,632000,"Meriwether Lewis","Henley","Western Albemarle","110",59,"Good",1
1974,3482,"Central Air",3,4,0,3.574,745700,"Meriwether Lewis","Henley","Western Albemarle","110",45,"Good",1
1976,3038,"Central Air",4,5,2,3.13,666800,"Meriwether Lewis","Henley","Western Albemarle","110",43,"Average",1
1970,1979,"Central Air",4,3,0,2.18,513400,"Meriwether Lewis","Henley","Western Albemarle","110",49,"Average",1
1966,2506,"Central Air",4,2,1,4.471,654200,"Meriwether Lewis","Henley","Western Albemarle","110",53,"Average",1
1962,2416,"No Central Air",4,2,2,4.253,559400,"Meriwether Lewis","Henley","Western Albemarle","110",57,"Poor",1
2015,2422,"Central Air",4,4,2,3.392,1158500,"Meriwether Lewis","Henley","Western Albemarle","110",4,"Average",1
1964,3080,"Central Air",5,3,2,4.158,785000,"Meriwether Lewis","Henley","Western Albemarle","110",55,"Average",1
1974,2744,"Central Air",3,3,0,3.618,671600,"Meriwether Lewis","Henley","Western Albemarle","110",45,"Average",1
1970,4890,"Central Air",7,5,2,3.232,860900,"Meriwether Lewis","Henley","Western Albemarle","110",49,"Average",1
1972,2461,"Central Air",4,3,1,2.639,638000,"Meriwether Lewis","Henley","Western Albemarle","110",47,"Average",1
1968,2977,"Central Air",4,2,0,2.048,526400,"Meriwether Lewis","Henley","Western Albemarle","110",51,"Average",1
1976,2550,"Central Air",3,2,1,1.567,494500,"Meriwether Lewis","Henley","Western Albemarle","110",43,"Average",1
1968,2452,"No Central Air",2,2,1,4.406,563200,"Meriwether Lewis","Henley","Western Albemarle","110",51,"Average",1
1966,1726,"Central Air",4,3,0,2.58,548000,"Meriwether Lewis","Henley","Western Albemarle","110",53,"Average",1
1971,2764,"Central Air",5,3,1,4.313,673700,"Meriwether Lewis","Henley","Western Albemarle","110",48,"Average",1
1960,2919,"Central Air",6,2,2,2.05,625500,"Meriwether Lewis","Henley","Western Albemarle","110",59,"Good",1
1986,1835,"Central Air",3,3,0,4.137,503900,"Meriwether Lewis","Henley","Western Albemarle","110",33,"Average",1
1962,2893,"Central Air",4,3,0,6.5,593400,"Meriwether Lewis","Henley","Western Albemarle","110",57,"Poor",1
1986,2677,"Central Air",3,2,0,3.5,436400,"Meriwether Lewis","Henley","Western Albemarle","110",33,"Average",1
1990,3410,"Central Air",4,3,1,3.953,698200,"Meriwether Lewis","Henley","Western Albemarle","110",29,"Average",1
2001,2614,"Central Air",4,2,1,4.151,449000,"Meriwether Lewis","Henley","Western Albemarle","110",18,"Average",1
1973,2552,"Central Air",4,2,1,2.04,515500,"Meriwether Lewis","Henley","Western Albemarle","110",46,"Average",1
1973,2735,"Central Air",4,3,0,2.45,563100,"Meriwether Lewis","Henley","Western Albemarle","110",46,"Fair",1
1986,2288,"Central Air",4,3,1,3.756,572300,"Meriwether Lewis","Henley","Western Albemarle","110",33,"Average",1
1962,3286,"Central Air",5,3,1,3.03,696600,"Meriwether Lewis","Henley","Western Albemarle","110",57,"Average",1
1962,1817,"Central Air",4,3,1,2.396,589900,"Meriwether Lewis","Henley","Western Albemarle","110",57,"Excellent",1
1963,2624,"Central Air",4,2,1,3.07,540400,"Meriwether Lewis","Henley","Western Albemarle","110",56,"Average",1
1979,2389,"Central Air",5,3,1,2.68,540000,"Meriwether Lewis","Henley","Western Albemarle","110",40,"Average",1
1964,2242,"Central Air",4,2,1,3.12,616900,"Meriwether Lewis","Henley","Western Albemarle","110",55,"Good",1
1964,2288,"Central Air",5,3,1,2.711,645500,"Meriwether Lewis","Henley","Western Albemarle","110",55,"Good",1
1960,2636,"Central Air",4,2,1,4.568,547400,"Meriwether Lewis","Henley","Western Albemarle","110",59,"Average",1
1967,2256,"Central Air",5,3,1,3.92,632200,"Meriwether Lewis","Henley","Western Albemarle","110",52,"Excellent",1
1960,2725,"Central Air",4,3,2,2.38,573200,"Meriwether Lewis","Henley","Western Albemarle","110",59,"Average",1
1964,1846,"Central Air",3,3,0,2.12,493000,"Meriwether Lewis","Henley","Western Albemarle","110",55,"Average",1
1962,1856,"Central Air",3,3,0,2.07,497800,"Meriwether Lewis","Henley","Western Albemarle","110",57,"Average",1
1960,2378,"Central Air",4,4,0,1.72,579900,"Meriwether Lewis","Henley","Western Albemarle","110",59,"Average",1
1959,2380,"Central Air",5,3,0,3.18,560800,"Meriwether Lewis","Henley","Western Albemarle","110",60,"Average",1
1960,2969,"Central Air",4,2,0,3.57,558900,"Meriwether Lewis","Henley","Western Albemarle","110",59,"Average",1
1963,2878,"Central Air",5,3,1,3.69,679500,"Meriwether Lewis","Henley","Western Albemarle","110",56,"Average",1
1963,2289,"No Central Air",5,3,0,3.94,574100,"Meriwether Lewis","Henley","Western Albemarle","110",56,"Average",1
1963,4465,"Central Air",5,3,1,4.32,892000,"Meriwether Lewis","Henley","Western Albemarle","110",56,"Average",1
1967,2820,"Central Air",3,3,0,2.83,590600,"Meriwether Lewis","Henley","Western Albemarle","110",52,"Average",1
1970,2901,"Central Air",7,4,0,4.526,717000,"Meriwether Lewis","Henley","Western Albemarle","110",49,"Average",1
1986,2308,"Central Air",4,3,1,3.028,643200,"Meriwether Lewis","Henley","Western Albemarle","110",33,"Good",1
1971,2298,"Central Air",6,3,0,3.01,680200,"Meriwether Lewis","Henley","Western Albemarle","110",48,"Good",1
1988,2790,"Central Air",4,3,2,2.83,619600,"Meriwether Lewis","Henley","Western Albemarle","110",31,"Fair",1
2000,2856,"Central Air",5,3,2,3.31,712900,"Meriwether Lewis","Henley","Western Albemarle","110",19,"Average",1
1754,988,"Central Air",1,1,0,16.242,374400,"Meriwether Lewis","Henley","Western Albemarle","110",265,"Poor",0
1977,2518,"Central Air",3,3,0,0,449100,"Meriwether Lewis","Henley","Western Albemarle","110",42,"Average",1
1990,3232,"Central Air",4,2,1,0,636000,"Meriwether Lewis","Henley","Western Albemarle","110",29,"Average",1
1973,2408,"Central Air",4,2,1,1.54,475500,"Meriwether Lewis","Henley","Western Albemarle","110",46,"Good",1
1963,2564,"Central Air",4,3,1,2.04,536700,"Meriwether Lewis","Henley","Western Albemarle","110",56,"Average",1
1974,2936,"Central Air",4,4,1,1.66,652300,"Meriwether Lewis","Henley","Western Albemarle","110",45,"Good",1
1962,1671,"Central Air",4,2,1,1.35,489100,"Meriwether Lewis","Henley","Western Albemarle","110",57,"Average",1
1972,2535,"Central Air",4,4,0,1.87,610400,"Meriwether Lewis","Henley","Western Albemarle","110",47,"Average",1
1990,2552,"Central Air",4,3,0,2.726,430300,"Meriwether Lewis","Henley","Western Albemarle","110",29,"Fair",1
1969,1596,"Central Air",3,2,0,1.56,4e+05,"Meriwether Lewis","Henley","Western Albemarle","110",50,"Good",1
1975,2273,"Central Air",4,3,0,1.537,507700,"Meriwether Lewis","Henley","Western Albemarle","110",44,"Average",1
1971,2308,"Central Air",5,3,0,1.638,528300,"Meriwether Lewis","Henley","Western Albemarle","110",48,"Average",1
1967,1924,"Central Air",3,2,0,1.652,473900,"Meriwether Lewis","Henley","Western Albemarle","110",52,"Fair",1
1970,2808,"Central Air",4,3,1,1.492,528100,"Meriwether Lewis","Henley","Western Albemarle","110",49,"Average",1
1965,3159,"Central Air",4,2,1,1.933,559100,"Meriwether Lewis","Henley","Western Albemarle","110",54,"Average",1
1979,2063,"Central Air",3,2,1,1.678,506100,"Meriwether Lewis","Henley","Western Albemarle","110",40,"Average",1
1975,2240,"Central Air",4,2,1,1.337,417500,"Meriwether Lewis","Henley","Western Albemarle","110",44,"Average",1
1976,2001,"Central Air",4,2,1,1.301,412300,"Meriwether Lewis","Henley","Western Albemarle","110",43,"Average",1
1967,2740,"Central Air",5,3,0,1.798,509200,"Meriwether Lewis","Henley","Western Albemarle","110",52,"Average",1
1966,3531,"Central Air",4,3,1,1.486,798800,"Meriwether Lewis","Henley","Western Albemarle","110",53,"Good",1
1967,2361,"Central Air",4,3,0,1.335,539700,"Meriwether Lewis","Henley","Western Albemarle","110",52,"Average",1
1974,1740,"Central Air",4,3,0,1.433,419100,"Meriwether Lewis","Henley","Western Albemarle","110",45,"Average",1
1971,2530,"Central Air",4,4,0,1.687,598900,"Meriwether Lewis","Henley","Western Albemarle","110",48,"Average",1
1972,1917,"Central Air",4,3,0,1.773,510800,"Meriwether Lewis","Henley","Western Albemarle","110",47,"Average",1
1972,2180,"Central Air",4,4,0,2.109,426400,"Meriwether Lewis","Henley","Western Albemarle","110",47,"Good",1
1968,1800,"Central Air",4,2,1,2.36,327600,"Meriwether Lewis","Henley","Western Albemarle","110",51,"Fair",1
1968,2709,"Central Air",4,4,1,2.941,562800,"Meriwether Lewis","Henley","Western Albemarle","110",51,"Average",1
1976,1858,"Central Air",3,2,0,2.347,440300,"Meriwether Lewis","Henley","Western Albemarle","110",43,"Average",1
1965,2860,"Central Air",4,2,1,1.77,420900,"Meriwether Lewis","Henley","Western Albemarle","110",54,"Good",1
1967,2501,"Central Air",3,2,1,1.871,485900,"Meriwether Lewis","Henley","Western Albemarle","110",52,"Average",1
1973,2552,"Central Air",4,2,1,1.894,510600,"Meriwether Lewis","Henley","Western Albemarle","110",46,"Average",1
1974,2502,"Central Air",5,3,0,2.302,549100,"Meriwether Lewis","Henley","Western Albemarle","110",45,"Average",1
1978,2159,"Central Air",3,2,1,2.773,556900,"Meriwether Lewis","Henley","Western Albemarle","110",41,"Average",1
1978,2056,"Central Air",3,2,1,1.689,485000,"Meriwether Lewis","Henley","Western Albemarle","110",41,"Average",1
1978,3677,"Central Air",4,3,2,2.461,707600,"Meriwether Lewis","Henley","Western Albemarle","110",41,"Average",1
1986,2944,"Central Air",4,4,0,1.973,623300,"Meriwether Lewis","Henley","Western Albemarle","110",33,"Average",1
1966,2290,"Central Air",4,3,1,2.072,560200,"Meriwether Lewis","Henley","Western Albemarle","110",53,"Average",1
1964,2750,"Central Air",5,3,1,1.987,594300,"Meriwether Lewis","Henley","Western Albemarle","110",55,"Average",1
1963,3079,"Central Air",4,3,1,1.952,619900,"Meriwether Lewis","Henley","Western Albemarle","110",56,"Average",1
1968,1434,"No Central Air",3,2,1,1.369,334700,"Meriwether Lewis","Henley","Western Albemarle","110",51,"Average",1
1974,1644,"Central Air",3,2,0,1.287,341700,"Meriwether Lewis","Henley","Western Albemarle","110",45,"Average",1
1970,1602,"Central Air",4,2,0,1.394,285600,"Meriwether Lewis","Henley","Western Albemarle","110",49,"Average",1
1972,1320,"Central Air",4,2,1,1.502,322400,"Meriwether Lewis","Henley","Western Albemarle","110",47,"Average",1
1964,1482,"Central Air",3,2,0,2.048,381200,"Meriwether Lewis","Henley","Western Albemarle","110",55,"Average",1
1963,1872,"Central Air",4,2,1,2.037,465200,"Meriwether Lewis","Henley","Western Albemarle","110",56,"Good",1
1975,2394,"Central Air",4,3,0,6.52,524800,"Meriwether Lewis","Henley","Western Albemarle","110",44,"Average",1
1982,1530,"Central Air",3,3,0,1.39,361500,"Meriwether Lewis","Henley","Western Albemarle","110",37,"Average",1
1982,2088,"Central Air",4,2,1,1.856,431400,"Meriwether Lewis","Henley","Western Albemarle","110",37,"Average",0
1989,2122,"Central Air",3,2,1,1.556,404600,"Meriwether Lewis","Henley","Western Albemarle","110",30,"Good",1
1968,2094,"Central Air",4,2,1,2.779,412800,"Meriwether Lewis","Henley","Western Albemarle","110",51,"Average",1
1956,1664,"No Central Air",5,2,0,2.238,339100,"Meriwether Lewis","Henley","Western Albemarle","110",63,"Fair",1
1984,3124,"Central Air",3,3,1,1.17,592800,"Meriwether Lewis","Henley","Western Albemarle","110",35,"Average",1
1984,2859,"Central Air",5,2,1,1.193,546900,"Meriwether Lewis","Henley","Western Albemarle","110",35,"Good",1
1988,2100,"Central Air",4,3,1,1.297,441400,"Meriwether Lewis","Henley","Western Albemarle","110",31,"Average",1
1987,2356,"Central Air",3,2,1,1.312,464400,"Meriwether Lewis","Henley","Western Albemarle","110",32,"Average",1
1987,2223,"Central Air",4,2,1,1.361,448600,"Meriwether Lewis","Henley","Western Albemarle","110",32,"Average",1
1987,2251,"Central Air",3,2,1,1.062,435800,"Meriwether Lewis","Henley","Western Albemarle","110",32,"Average",1
1988,2107,"Central Air",4,2,1,0.976,446400,"Meriwether Lewis","Henley","Western Albemarle","110",31,"Average",1
1989,2160,"Central Air",4,2,1,1.072,416600,"Meriwether Lewis","Henley","Western Albemarle","110",30,"Good",1
1988,2387,"Central Air",4,2,1,1.376,446900,"Meriwether Lewis","Henley","Western Albemarle","110",31,"Average",1
1988,3284,"Central Air",4,3,1,1.098,516400,"Meriwether Lewis","Henley","Western Albemarle","110",31,"Average",1
1988,2159,"Central Air",4,2,1,1.266,415800,"Meriwether Lewis","Henley","Western Albemarle","110",31,"Average",1
1988,2251,"Central Air",3,2,1,0.962,419800,"Meriwether Lewis","Henley","Western Albemarle","110",31,"Average",1
1988,2843,"Central Air",4,3,1,1.064,509400,"Meriwether Lewis","Henley","Western Albemarle","110",31,"Average",1
1988,2137,"Central Air",4,2,1,1.113,417200,"Meriwether Lewis","Henley","Western Albemarle","110",31,"Average",1
1984,2859,"Central Air",4,2,1,1.042,504300,"Meriwether Lewis","Henley","Western Albemarle","110",35,"Average",1
1986,2716,"Central Air",4,3,1,1.017,580500,"Meriwether Lewis","Henley","Western Albemarle","110",33,"Good",1
1981,2688,"Central Air",4,2,1,1.196,552500,"Meriwether Lewis","Henley","Western Albemarle","110",38,"Average",1
1983,2464,"Central Air",4,2,1,1.084,469000,"Meriwether Lewis","Henley","Western Albemarle","110",36,"Average",1
1983,2136,"Central Air",4,3,1,1.804,531900,"Meriwether Lewis","Henley","Western Albemarle","110",36,"Average",1
1982,2502,"Central Air",4,2,1,1.161,477900,"Meriwether Lewis","Henley","Western Albemarle","110",37,"Average",1
1981,2894,"Central Air",4,2,1,1.19,529000,"Meriwether Lewis","Henley","Western Albemarle","110",38,"Average",1
1981,2476,"Central Air",4,2,1,1.193,490100,"Meriwether Lewis","Henley","Western Albemarle","110",38,"Average",1
1987,2102,"Central Air",4,2,1,1.227,407500,"Meriwether Lewis","Henley","Western Albemarle","110",32,"Average",1
1987,2246,"Central Air",4,2,1,1.138,406500,"Meriwether Lewis","Henley","Western Albemarle","110",32,"Average",1
1987,2123,"Central Air",0,2,1,1.512,412700,"Meriwether Lewis","Henley","Western Albemarle","110",32,"Average",1
1983,1960,"Central Air",3,3,1,1.675,464200,"Meriwether Lewis","Henley","Western Albemarle","110",36,"Good",1
1985,2464,"Central Air",4,2,2,1.644,456500,"Meriwether Lewis","Henley","Western Albemarle","110",34,"Fair",1
1987,2428,"Central Air",3,2,1,1.416,431800,"Meriwether Lewis","Henley","Western Albemarle","110",32,"Average",1
1988,2100,"Central Air",4,2,1,0.962,386200,"Meriwether Lewis","Henley","Western Albemarle","110",31,"Average",1
1981,2297,"Central Air",4,2,1,1.653,426600,"Meriwether Lewis","Henley","Western Albemarle","110",38,"Average",1
1983,2185,"Central Air",3,2,1,1.12,473900,"Meriwether Lewis","Henley","Western Albemarle","110",36,"Average",1
1988,2815,"Central Air",4,2,2,0.949,531600,"Meriwether Lewis","Henley","Western Albemarle","110",31,"Average",1
1986,3224,"Central Air",4,2,1,1.091,565900,"Meriwether Lewis","Henley","Western Albemarle","110",33,"Average",1
1983,1956,"Central Air",4,3,1,1.101,475800,"Meriwether Lewis","Henley","Western Albemarle","110",36,"Average",1
1983,1987,"Central Air",3,2,0,0.97,447600,"Meriwether Lewis","Henley","Western Albemarle","110",36,"Average",1
1980,3414,"Central Air",4,3,0,1.056,984800,"Murray","Henley","Western Albemarle","110",39,"Good",1
1970,3512,"Central Air",4,4,1,1.4,1151900,"Murray","Henley","Western Albemarle","110",49,"Average",1
1987,2929,"Central Air",4,4,1,2.226,1018700,"Murray","Henley","Western Albemarle","110",32,"Average",1
1995,2388,"Central Air",4,3,1,1.653,889300,"Murray","Henley","Western Albemarle","110",24,"Good",1
1985,2100,"Central Air",3,2,1,3.007,632000,"Murray","Henley","Western Albemarle","110",34,"Good",1
1975,2534,"Central Air",5,3,0,2.221,949000,"Murray","Henley","Western Albemarle","110",44,"Good",1
1979,3100,"Central Air",5,3,1,2.4,976600,"Murray","Henley","Western Albemarle","110",40,"Good",1
1977,2583,"Central Air",4,3,1,1.76,787900,"Murray","Henley","Western Albemarle","110",42,"Fair",1
1980,1631,"Central Air",3,3,1,2.151,933800,"Murray","Henley","Western Albemarle","110",39,"Average",1
1976,2830,"Central Air",2,4,0,1.812,928900,"Murray","Henley","Western Albemarle","110",43,"Average",1
1978,2606,"Central Air",3,3,1,1.996,1159000,"Murray","Henley","Western Albemarle","110",41,"Good",1
1977,4462,"Central Air",3,2,1,2.005,893500,"Murray","Henley","Western Albemarle","110",42,"Average",1
1985,3340,"Central Air",4,4,0,2.571,875100,"Murray","Henley","Western Albemarle","110",34,"Average",1
1983,2008,"Central Air",4,4,1,3.633,1187700,"Murray","Henley","Western Albemarle","110",36,"Average",1
1983,2706,"Central Air",3,3,0,2.251,869800,"Murray","Henley","Western Albemarle","110",36,"Average",1
2009,3623,"Central Air",3,3,1,1.444,1278700,"Murray","Henley","Western Albemarle","110",10,"Average",1
1986,2521,"Central Air",5,4,1,1.664,1056300,"Murray","Henley","Western Albemarle","110",33,"Good",1
2008,3634,"Central Air",4,5,1,1.634,1300900,"Murray","Henley","Western Albemarle","110",11,"Average",1
1982,3167,"Central Air",4,3,1,1.832,933000,"Murray","Henley","Western Albemarle","110",37,"Average",1
1980,4091,"Central Air",5,3,2,1.648,1047700,"Murray","Henley","Western Albemarle","110",39,"Average",1
1979,3077,"Central Air",4,3,1,1.67,905100,"Murray","Henley","Western Albemarle","110",40,"Average",1
1981,2970,"Central Air",3,3,2,1.56,791300,"Murray","Henley","Western Albemarle","110",38,"Average",1
1980,4010,"Central Air",5,3,1,2.088,1109800,"Murray","Henley","Western Albemarle","110",39,"Average",1
1978,3980,"Central Air",4,4,1,1.311,1121600,"Murray","Henley","Western Albemarle","110",41,"Average",1
1988,5028,"Central Air",4,2,1,2.074,1387700,"Murray","Henley","Western Albemarle","110",31,"Average",1
1978,3934,"Central Air",4,3,1,1.25,912300,"Murray","Henley","Western Albemarle","110",41,"Average",1
1984,2512,"Central Air",3,2,1,1.292,813500,"Murray","Henley","Western Albemarle","110",35,"Average",1
1981,2285,"Central Air",3,2,1,1.443,644100,"Murray","Henley","Western Albemarle","110",38,"Average",1
1981,3588,"Central Air",4,2,2,1.395,737100,"Murray","Henley","Western Albemarle","110",38,"Good",1
1987,3357,"Central Air",4,3,1,1.651,957400,"Murray","Henley","Western Albemarle","110",32,"Average",1
1979,2249,"Central Air",4,3,0,1.744,830200,"Murray","Henley","Western Albemarle","110",40,"Excellent",1
1980,3020,"Central Air",4,3,0,1.916,906900,"Murray","Henley","Western Albemarle","110",39,"Fair",1
1979,2808,"Central Air",2,2,1,1.44,1096300,"Murray","Henley","Western Albemarle","110",40,"Good",1
1970,3876,"Central Air",4,4,1,3.347,2404100,"Murray","Henley","Western Albemarle","110",49,"Excellent",1
1971,3539,"Central Air",5,5,1,1.582,1055400,"Murray","Henley","Western Albemarle","110",48,"Good",1
1971,3648,"Central Air",4,3,2,2.337,1051600,"Murray","Henley","Western Albemarle","110",48,"Average",1
1975,1276,"Central Air",3,2,1,1.353,613000,"Murray","Henley","Western Albemarle","110",44,"Average",1
1983,3292,"Central Air",4,3,1,1.563,947500,"Murray","Henley","Western Albemarle","110",36,"Average",1
1983,4073,"Central Air",4,4,0,3.751,1203400,"Murray","Henley","Western Albemarle","110",36,"Average",1
